ID_PER,AP4_3_1,AP4_3_2,AP4_3_3,AP4_8_1,AP4_8_2,AP4_8_3,AP4_8_4,AP4_8_5,AP4_8_6
2061645.12.01.04,1,2,1,1,1,1,2,2,2
2061645.14.01.03,1,1,1,1,1,3,2,2,2
2061645.15.01.01,1,1,9,1,1,3,2,2,2
2061645.16.01.01,1,1,1,1,1,2,2,2,2
2061645.17.01.02,1,9,1,1,1,2,2,2,2
2061645.18.01.01,1,9,9,1,2,2,2,2,9
2061645.19.01.01,1,2,9,2,1,2,2,2,2
2061645.20.01.04,1,9,9,1,1,1,2,9,2
2061645.21.01.02,1,2,2,1,1,2,2,2,2
2061646.02.01.01,1,1,1,1,2,2,2,1,2
2061646.03.01.01,1,1,1,1,1,3,2,1,2
2061646.04.01.01,2,2,2,2,1,3,2,2,2
2061646.05.01.01,1,1,1,2,2,2,2,2,2
2061646.08.01.01,1,2,2,2,2,2,2,2,2
2061646.09.01.02,1,2,2,1,1,2,2,2,2
2061646.10.01.03,1,2,2,1,2,2,2,2,2
2061646.11.01.01,1,2,9,2,2,2,2,2,2
2061646.12.01.01,1,1,2,1,2,2,2,2,2
2061646.13.01.02,1,2,9,2,1,2,2,2,2
2061646.14.01.02,1,1,2,2,1,2,2,2,2
2061646.15.01.01,1,1,9,2,2,2,2,2,2
2061646.16.01.01,2,2,2,1,1,2,2,1,2
2061646.17.01.03,2,1,1,1,2,1,2,1,2
2061646.18.01.07,2,2,2,1,1,1,2,1,2
2061646.20.01.02,1,2,2,1,2,1,2,2,2
2061667.01.01.02,1,1,2,2,2,2,2,2,3
2061667.02.01.02,2,2,2,1,2,1,2,1,2
2061667.03.01.01,2,2,2,1,2,2,2,2,2
2061667.04.01.01,1,1,2,2,2,2,2,2,3
2061667.05.01.01,2,1,2,1,1,1,2,1,2
2061667.06.01.01,1,1,2,1,2,1,2,2,2
2061667.07.01.02,1,2,2,1,2,3,2,2,2
2061667.08.01.01,1,1,2,1,2,3,2,2,2
2061667.09.01.02,1,2,2,1,2,2,2,2,2
2061667.10.01.02,1,1,2,1,2,3,2,2,2
2061667.11.01.01,1,1,2,2,2,2,2,2,2
2061667.12.01.02,1,1,2,1,1,2,2,2,2
2061667.13.01.02,1,2,2,1,2,2,2,2,2
2061667.14.01.01,1,1,2,1,2,2,2,2,2
2061667.15.01.01,2,2,2,1,1,1,2,2,2
2061667.16.01.01,1,1,1,1,2,2,2,2,2
2061667.17.01.03,1,1,1,1,2,2,2,2,2
2061667.18.01.02,1,9,9,1,2,2,2,2,2
2061667.19.01.01,1,1,1,1,1,3,3,3,3
2061667.20.01.02,1,1,1,1,2,2,2,2,2
2061740.01.01.01,1,1,2,1,2,1,2,2,2
2061740.03.01.02,1,1,9,1,2,2,2,2,2
2061740.04.01.01,2,1,2,1,2,1,2,2,2
2061740.05.01.01,1,1,1,1,2,1,2,2,2
2061740.06.01.02,1,1,9,1,2,2,2,2,2
2061740.07.01.02,1,1,1,1,2,2,2,2,2
2061740.08.01.01,1,1,1,1,1,1,2,1,1
2061740.09.01.02,1,1,1,1,2,2,2,2,2
2061740.10.01.02,1,1,2,1,1,2,2,2,2
2061740.11.01.02,1,1,9,1,1,2,2,2,2
2061740.17.01.02,2,2,9,1,2,2,9,2,9
2061740.18.01.01,1,1,2,1,2,2,2,2,2
2061740.19.01.01,1,9,9,1,1,2,2,2,2
2061740.21.01.02,1,1,9,1,1,9,2,2,2
2061740.22.01.01,1,1,9,1,2,1,2,2,2
2061742.01.01.02,1,1,1,1,2,2,2,2,2
2061742.02.01.03,1,1,2,1,2,2,2,2,2
2061742.03.01.03,1,1,2,2,2,2,2,2,2
2061742.04.01.02,1,2,2,1,2,1,2,2,2
2061742.05.01.01,2,1,2,1,1,1,1,1,1
2061742.06.01.01,1,1,2,2,2,2,2,2,2
2061742.07.01.01,1,1,1,2,2,2,1,2,2
2061742.08.01.01,1,1,2,2,2,2,2,2,2
2061742.09.01.04,1,1,9,2,2,1,2,2,2
2061742.10.01.03,1,1,2,2,2,1,2,2,2
2061742.11.01.01,1,1,1,1,2,1,2,2,2
2061742.12.01.01,1,1,1,1,2,2,2,2,2
2061742.13.01.02,1,1,1,1,2,2,2,2,2
2061742.14.01.02,1,1,2,1,2,1,2,2,2
2061742.15.01.02,1,1,2,1,1,1,2,2,2
2061742.16.01.02,1,1,9,1,2,2,2,2,2
2061742.17.01.02,2,2,2,1,2,1,2,2,2
2061742.18.01.02,1,1,2,1,2,2,2,2,1
2061742.19.01.03,1,1,2,1,2,2,2,1,2
2061742.20.01.02,1,1,9,1,2,2,2,2,2
2061742.21.01.02,2,2,2,1,2,1,2,1,2
2061753.01.01.04,1,1,2,1,2,2,2,1,2
2061753.02.01.03,1,9,9,9,2,1,9,9,9
2061753.03.01.01,1,2,2,2,2,2,2,2,2
2061753.04.01.01,1,1,2,1,2,1,2,2,2
2061753.05.01.04,2,2,2,1,2,2,1,1,2
2061753.06.01.04,2,2,2,1,1,1,2,1,2
2061753.07.01.02,1,2,1,1,2,1,2,2,2
2061753.08.01.01,1,2,2,1,1,1,2,2,2
2061753.10.01.02,1,1,2,1,2,2,2,2,1
2061753.11.01.01,1,1,2,2,2,2,2,2,2
2061753.12.01.01,1,1,2,1,2,2,2,2,2
2061753.14.01.03,2,2,2,1,2,1,2,1,2
2061753.15.01.01,1,1,2,2,2,2,2,2,2
2061753.16.01.01,2,2,2,2,2,1,2,2,2
2061753.17.01.03,1,2,2,1,1,2,1,1,1
2061753.18.01.01,2,1,1,1,2,2,2,1,2
2061753.20.01.01,2,2,2,1,1,1,1,1,2
2061753.21.01.02,1,1,2,1,2,2,2,2,2
2061791.01.01.01,1,1,1,2,1,2,2,2,2
2061791.02.01.02,1,2,2,2,2,2,2,2,2
2061791.03.01.01,1,1,2,2,1,2,2,2,2
2061791.04.01.01,1,2,2,1,1,1,2,2,2
2061791.05.01.01,1,1,2,1,1,2,2,2,2
2061791.06.01.01,1,2,1,1,1,2,2,2,2
2061791.07.01.02,1,2,2,1,1,2,2,2,2
2061791.08.01.02,2,2,2,1,1,2,2,3,1
2061791.09.01.02,1,2,2,2,1,1,2,2,1
2061791.10.01.02,1,2,2,1,1,2,2,2,2
2061791.11.01.02,1,2,2,1,1,1,2,1,2
2061791.12.01.02,1,2,2,1,1,2,2,2,2
2061791.13.01.02,1,2,2,2,1,2,2,2,2
2061791.14.01.01,1,2,2,2,1,1,2,2,2
2061791.15.01.03,1,1,1,1,1,2,2,2,2
2061791.16.01.03,1,2,2,2,1,2,2,2,2
2061791.17.01.03,1,2,2,2,1,2,2,2,2
2061791.18.01.02,1,1,2,1,2,2,2,2,2
2061791.19.01.03,2,2,1,1,1,2,2,2,2
2061791.20.01.02,1,1,2,2,1,1,2,2,2
2061799.01.01.01,1,2,2,1,1,1,2,1,2
2061799.03.01.01,1,1,1,1,2,1,2,2,2
2061799.04.01.03,2,2,2,1,2,2,1,1,1
2061799.05.01.01,2,2,2,2,1,2,2,2,2
2061799.06.01.01,1,2,2,1,2,2,2,2,2
2061799.06.02.01,1,2,2,1,1,1,2,2,2
2061799.06.03.01,1,1,2,1,2,1,2,2,1
2061799.07.01.02,1,1,1,2,2,1,2,2,2
2061799.07.02.01,1,2,2,2,2,2,2,2,2
2061799.08.01.01,2,2,2,1,1,1,2,2,2
2061799.09.01.02,2,2,2,1,2,1,2,1,2
2061799.10.01.02,1,2,2,1,2,1,2,1,2
2061799.12.01.02,1,2,2,2,1,1,2,1,2
2061799.13.01.01,1,2,2,2,1,1,2,2,2
2061799.14.01.01,1,2,2,1,1,2,2,2,2
2061799.15.01.01,1,1,1,2,2,2,2,2,2
2061799.16.01.01,1,2,2,1,1,1,2,2,2
2061799.18.01.02,2,2,2,2,1,1,2,1,2
2061799.19.01.01,1,1,2,2,1,1,2,2,2
2061799.20.01.03,1,2,2,2,1,2,2,2,2
2061846.01.01.05,1,1,9,2,1,2,2,1,2
2061846.02.01.01,1,1,2,2,1,2,1,1,2
2061846.03.01.01,2,2,9,2,1,2,1,1,2
2061846.04.01.01,1,9,1,2,2,2,2,2,2
2061846.05.01.02,2,2,9,1,2,2,2,1,2
2061846.06.01.04,1,1,9,2,1,1,2,9,2
2061846.07.01.01,1,1,9,1,1,2,2,2,2
2061846.08.01.02,2,1,9,1,1,9,2,2,9
2061846.08.02.02,2,2,9,1,1,2,2,2,2
2061846.09.01.02,1,1,9,2,1,1,1,2,2
2061846.10.01.02,1,1,9,2,1,1,2,2,2
2061846.11.01.02,2,9,9,1,1,2,2,2,2
2061846.12.01.01,2,2,2,1,1,1,1,1,2
2061846.13.01.05,1,1,2,1,1,1,2,2,2
2061846.14.01.02,2,2,2,1,1,1,1,1,2
2061846.15.01.01,1,1,1,2,2,2,2,2,2
2061846.16.01.02,1,2,2,2,1,2,2,2,2
2061846.17.01.03,2,2,2,1,1,1,1,1,2
2061846.18.01.01,1,1,1,2,1,1,1,1,1
2061846.19.01.01,2,1,9,1,1,1,1,1,2
2061846.20.01.03,2,2,2,1,2,2,2,1,2
2061882.01.01.02,1,2,2,2,2,2,2,2,9
2061882.02.01.01,1,1,9,1,1,1,2,2,2
2061882.03.01.01,1,1,1,2,2,2,2,2,2
2061882.04.01.04,1,2,2,1,1,2,2,2,2
2061882.05.01.01,1,1,1,2,2,2,2,2,2
2061882.06.01.01,1,1,1,1,2,2,2,2,2
2061882.07.01.01,1,1,1,1,2,2,2,2,2
2061882.09.01.02,1,1,1,1,1,1,2,2,2
2061882.10.01.01,1,1,1,1,1,1,2,2,2
2061882.11.01.02,1,1,9,1,1,1,2,2,2
2061882.12.01.02,1,1,9,1,1,1,2,2,2
2061882.13.01.02,1,2,1,1,2,1,2,2,2
2061882.14.01.01,1,1,1,1,1,1,2,2,2
2061882.15.01.01,1,1,9,1,1,1,2,2,2
2061882.16.01.01,1,1,2,2,2,2,2,2,2
2061882.17.01.01,1,2,9,1,1,2,2,2,2
2061882.18.01.01,1,1,1,1,1,2,2,2,2
2061882.18.02.01,1,2,9,1,1,1,2,2,2
2061882.19.01.02,1,2,9,1,2,2,2,2,2
2061882.20.01.01,1,1,1,1,2,2,2,2,2
2061941.02.01.01,1,1,1,1,2,1,2,2,2
2061941.03.01.01,1,1,2,1,1,1,2,1,2
2061941.05.01.03,2,2,1,1,2,1,2,2,2
2061941.06.01.01,2,1,2,1,1,2,2,2,2
2061941.07.01.01,2,2,2,1,2,2,2,1,2
2061941.08.01.01,1,2,2,1,2,2,2,2,2
2061941.09.01.01,1,9,2,1,1,1,2,2,2
2061941.11.01.01,2,2,2,1,1,1,2,1,2
2061941.12.01.01,1,2,2,2,1,2,2,1,2
2061941.13.01.01,2,2,2,2,2,2,2,1,2
2061941.14.01.02,2,2,2,2,2,2,2,1,2
2061941.15.01.01,1,1,2,2,2,2,2,1,2
2061941.16.01.02,2,2,2,2,2,2,2,1,2
2061941.17.01.02,1,1,2,1,1,1,2,2,2
2061941.18.01.01,2,2,2,1,2,2,2,2,2
2061941.19.01.01,2,1,2,1,1,1,2,2,2
2061941.20.01.01,1,1,1,2,1,1,2,2,2
2061941.21.01.02,1,2,2,2,1,2,2,1,2
2061941.22.01.02,2,2,2,2,2,2,2,1,2
2061954.01.01.01,1,1,2,2,2,1,2,2,2
2061954.02.01.02,1,2,2,2,2,2,2,2,2
2061954.03.01.02,1,1,1,2,2,2,2,2,2
2061954.04.01.01,1,1,1,1,2,1,2,2,2
2061954.05.01.01,1,2,2,2,2,2,2,2,2
2061954.06.01.02,1,2,2,2,1,1,2,1,2
2061954.08.01.01,1,1,2,2,1,2,2,2,2
2061954.10.01.01,1,1,1,3,1,2,2,2,2
2061954.11.01.02,2,2,2,1,1,2,2,1,2
2061954.12.01.01,1,1,1,1,1,2,2,2,2
2061954.13.01.08,1,1,2,3,1,1,2,2,2
2061954.14.01.01,1,1,2,1,2,1,2,2,2
2061954.15.01.02,1,1,2,1,1,1,2,2,2
2061954.16.01.05,2,2,2,1,1,2,2,2,2
2061954.17.01.03,1,2,2,1,2,1,2,1,2
2061954.18.01.03,1,1,2,1,1,1,2,2,2
2061954.19.01.01,1,1,1,2,2,2,2,2,2
2062041.01.01.01,2,2,2,1,1,1,2,1,1
2062041.02.01.02,1,2,2,2,1,1,2,2,2
2062041.03.01.02,2,2,2,1,1,1,2,1,2
2062041.06.01.02,1,2,9,1,2,2,2,2,2
2062041.07.01.01,1,1,1,1,1,1,2,2,2
2062041.08.01.01,2,2,2,1,2,1,1,1,1
2062041.09.01.01,1,2,2,2,2,2,2,2,2
2062041.10.01.02,1,1,1,1,2,1,2,1,1
2062041.11.01.01,1,1,2,1,2,1,2,2,2
2062041.12.01.01,1,1,9,2,2,2,2,2,2
2062041.14.01.02,1,1,2,1,1,1,1,1,2
2062041.15.01.01,1,1,1,1,1,1,2,2,2
2062041.16.01.01,1,1,2,1,2,1,2,2,2
2062041.17.01.02,1,1,2,1,1,2,2,2,2
2062041.18.01.02,1,1,2,1,2,2,2,2,2
2062041.19.01.03,1,2,1,2,1,2,1,1,2
2062041.20.01.01,1,1,1,1,2,2,2,2,2
2062056.01.01.01,1,1,2,2,2,1,2,2,2
2062056.02.01.01,1,2,2,1,1,1,2,2,2
2062056.04.01.02,2,9,2,1,2,2,2,2,2
2062056.05.01.01,1,1,2,1,1,2,2,2,2
2062056.06.01.01,1,2,2,1,1,2,2,2,2
2062056.07.01.02,1,1,2,1,1,1,2,2,2
2062056.07.02.02,1,1,1,1,1,2,2,2,2
2062056.08.01.04,1,1,1,1,1,1,2,2,2
2062056.09.01.02,2,2,2,1,1,1,2,2,2
2062056.09.02.02,1,1,2,1,1,2,2,2,2
2062056.10.01.03,1,1,2,1,1,2,2,2,2
2062056.12.01.02,1,1,2,2,1,2,2,2,2
2062056.13.01.01,1,1,1,2,1,2,2,2,2
2062056.14.01.01,1,1,2,1,1,2,2,1,2
2062056.15.01.02,1,1,2,2,1,1,2,2,2
2062056.16.01.01,1,2,2,1,2,2,2,2,2
2062056.17.01.01,2,2,2,1,2,1,2,1,2
2062056.18.01.02,1,2,2,1,2,1,2,2,1
2062056.19.01.01,1,2,2,1,2,1,2,2,2
2062056.20.01.01,2,2,2,1,2,1,2,1,2
2062116.01.01.01,2,2,2,1,1,1,1,1,1
2062116.02.01.02,1,1,2,2,2,2,2,2,2
2062116.03.01.01,1,1,2,1,1,1,1,1,2
2062116.05.01.02,1,1,1,1,2,1,2,1,2
2062116.06.01.01,2,2,1,1,2,1,2,1,2
2062116.07.01.02,2,2,2,1,1,1,1,1,1
2062116.08.01.01,1,1,2,2,1,1,2,1,2
2062116.09.01.02,1,1,2,1,2,1,2,1,2
2062116.10.01.02,1,1,1,2,2,1,2,2,3
2062116.12.01.01,2,2,2,2,2,1,2,1,1
2062116.14.01.01,2,2,2,1,1,1,1,1,1
2062116.15.01.01,1,2,1,2,1,1,2,1,2
2062116.16.01.03,1,2,2,1,1,2,1,1,9
2062116.17.01.02,2,2,2,2,2,2,1,1,2
2062116.18.01.02,2,2,2,1,1,1,1,1,2
2062116.19.01.01,1,1,2,1,2,1,1,1,9
2062116.20.01.02,1,2,2,1,2,2,2,1,2
2062136.01.01.01,1,2,2,2,2,2,2,2,2
2062136.02.01.02,1,2,2,1,1,2,2,2,2
2062136.03.01.01,1,1,2,2,2,2,2,2,2
2062136.04.01.02,1,2,2,2,1,2,2,2,2
2062136.05.01.02,1,1,2,2,2,2,2,2,2
2062136.06.01.03,1,1,2,1,2,2,2,2,2
2062136.07.01.01,2,2,2,1,2,2,2,1,2
2062136.08.01.02,1,2,2,2,1,1,2,2,2
2062136.09.01.01,2,2,2,1,2,2,1,1,2
2062136.10.01.01,1,1,2,2,2,2,2,2,2
2062136.11.01.02,1,1,2,1,1,1,2,1,1
2062136.12.01.01,1,2,2,2,2,2,2,1,2
2062136.13.01.02,2,2,2,1,2,2,2,1,2
2062136.14.01.02,1,2,2,1,2,1,2,2,1
2062136.15.01.02,1,1,9,1,1,1,2,1,2
2062136.16.01.02,1,2,2,2,2,2,2,9,2
2062136.17.01.01,1,9,9,1,2,1,2,2,2
2062136.18.01.02,1,1,1,1,1,1,2,1,2
2062136.18.02.02,1,1,1,1,1,1,1,1,1
2062136.19.01.01,2,2,2,2,1,2,2,2,2
2062136.20.01.02,1,1,1,2,1,1,2,2,2
2062136.21.01.01,1,2,2,1,1,1,1,1,2
2062136.22.01.02,1,1,1,2,2,2,2,2,2
2062149.01.01.01,1,1,2,2,2,1,2,1,2
2062149.02.01.01,2,9,9,2,2,2,2,9,9
2062149.03.01.03,1,2,2,2,2,1,2,2,2
2062149.04.01.03,9,2,9,2,2,1,2,2,2
2062149.05.01.02,1,2,2,2,1,1,2,2,2
2062149.06.01.01,1,2,2,1,2,2,2,2,2
2062149.07.01.02,1,1,1,2,2,2,2,2,2
2062149.08.01.04,2,2,2,2,2,1,2,2,2
2062149.09.01.02,1,9,9,1,2,1,2,2,9
2062149.10.01.02,2,2,2,1,2,2,1,2,2
2062149.11.01.06,1,2,2,2,2,2,2,2,2
2062149.12.01.01,1,9,9,2,2,2,2,2,2
2062149.13.01.02,1,2,9,2,2,2,2,2,2
2062149.14.01.03,1,2,2,2,2,2,2,2,2
2062149.15.01.01,1,1,2,2,2,2,2,2,2
2062149.16.01.01,1,1,1,2,2,1,2,2,2
2062149.17.01.01,1,2,2,2,1,1,2,2,2
2062149.18.01.02,1,2,2,2,2,2,2,2,2
2062149.19.01.02,1,2,2,2,1,1,2,2,2
2062149.20.01.03,1,2,2,2,2,2,2,2,2
2062177.01.01.01,1,2,2,2,2,2,2,1,2
2062177.02.01.01,1,2,2,2,1,2,2,1,2
2062177.03.01.02,1,1,2,2,2,2,2,2,2
2062177.05.01.01,2,2,2,1,1,2,2,2,2
2062177.06.01.02,1,1,2,9,1,2,2,2,1
2062177.07.01.01,1,2,2,2,2,2,2,2,2
2062177.08.01.02,1,2,2,2,2,2,2,2,2
2062177.09.01.03,1,1,2,2,2,1,2,1,2
2062177.10.01.02,1,2,2,2,2,2,2,2,2
2062177.11.01.01,1,2,9,2,2,2,2,2,2
2062177.13.01.03,1,1,2,2,2,2,2,2,2
2062177.14.01.01,1,2,2,2,2,1,2,1,9
2062177.15.01.01,1,1,1,2,2,2,2,2,2
2062177.16.01.02,1,2,2,1,2,2,2,2,2
2062177.17.01.02,1,1,2,2,1,2,2,1,2
2062177.18.01.01,1,2,2,2,2,1,2,2,2
2062177.19.01.02,1,2,1,1,2,2,2,1,2
2062177.20.01.01,2,2,2,1,1,1,2,1,2
2062398.01.01.02,1,1,2,2,2,2,2,2,2
2062398.02.01.02,1,1,2,1,1,2,2,2,2
2062398.02.02.02,1,1,2,1,2,2,2,2,2
2062398.03.01.04,2,1,2,1,2,2,2,2,2
2062398.04.01.01,1,1,2,2,2,2,2,1,2
2062398.05.01.01,2,2,2,1,1,1,2,2,2
2062398.06.01.02,1,1,2,1,1,1,2,2,2
2062398.08.01.01,1,1,2,1,2,1,2,1,2
2062398.10.01.02,1,1,9,1,1,2,2,2,2
2062398.11.01.01,1,1,1,1,2,2,2,2,2
2062398.12.01.01,2,2,2,2,1,2,2,2,2
2062398.13.01.01,1,1,2,1,2,2,2,2,2
2062398.14.01.01,1,1,1,2,2,2,2,2,2
2062398.15.01.02,1,1,2,2,2,2,2,2,2
2062398.16.01.03,2,2,2,2,1,2,2,2,2
2062398.17.01.02,1,1,2,1,1,1,2,2,2
2062398.18.01.01,1,1,2,2,2,2,2,2,2
2062398.19.01.02,1,1,2,2,2,2,2,2,2
2062398.20.01.01,1,1,2,1,1,1,2,1,2
2062465.01.01.01,1,1,2,2,1,2,1,2,2
2062465.02.01.01,1,1,2,2,1,1,2,2,2
2062465.03.01.02,1,1,2,1,1,1,2,2,2
2062465.04.01.01,1,1,1,1,1,1,2,2,2
2062465.05.01.01,2,2,2,1,1,2,2,2,2
2062465.06.01.02,1,1,2,1,2,2,2,1,2
2062465.07.01.01,1,1,2,2,1,2,2,2,2
2062465.08.01.02,1,1,1,2,1,2,2,2,2
2062465.09.01.02,1,1,9,1,1,2,2,2,2
2062465.10.01.01,1,1,2,2,1,1,2,2,2
2062465.11.01.01,1,1,2,2,2,2,2,2,2
2062465.12.01.01,1,1,2,2,1,2,2,2,2
2062465.13.01.01,2,2,2,1,1,2,2,2,2
2062465.14.01.01,1,1,2,1,1,1,2,2,2
2062465.15.01.01,1,1,1,1,1,1,2,2,1
2062465.16.01.02,1,1,2,1,1,1,2,1,2
2062465.17.01.02,1,1,2,1,2,1,2,2,2
2062465.18.01.01,1,1,2,1,1,2,2,2,2
2062465.19.01.03,1,1,1,1,1,1,2,2,2
2062465.20.01.01,1,1,2,1,2,2,2,2,2
2062558.01.01.04,1,2,1,1,1,1,1,1,1
2062558.02.01.01,1,2,2,1,1,1,2,2,2
2062558.03.01.02,1,2,1,1,1,1,2,1,2
2062558.04.01.02,1,1,2,2,1,1,2,2,9
2062558.05.01.01,1,2,2,1,1,1,2,2,2
2062558.06.01.01,1,1,2,1,2,1,2,2,2
2062558.07.01.02,1,2,2,2,2,2,2,2,2
2062558.08.01.03,1,2,1,2,1,1,2,2,2
2062558.09.01.03,1,2,2,1,1,1,2,2,2
2062558.10.01.01,1,2,2,1,1,1,1,1,1
2062558.11.01.01,1,1,2,2,1,1,2,2,2
2062558.12.01.02,1,1,2,2,2,2,2,2,2
2062558.13.01.02,2,2,2,1,2,1,1,1,2
2062558.14.01.01,1,1,1,1,1,1,1,1,1
2062558.15.01.01,2,2,2,1,1,1,1,1,1
2062558.16.01.02,1,1,1,1,1,1,2,2,2
2062558.17.01.01,1,1,2,2,1,1,2,2,2
2062558.18.01.02,1,1,2,1,1,2,2,9,2
2062558.19.01.04,2,2,2,1,1,1,2,2,2
2062558.20.01.01,1,1,2,1,1,1,2,1,1
2062588.01.01.04,2,2,2,1,2,1,1,1,1
2062588.02.01.02,2,2,2,1,2,1,1,1,1
2062588.03.01.01,1,1,1,2,2,2,2,2,2
2062588.04.01.02,2,2,2,1,2,1,2,1,1
2062588.05.01.01,1,1,1,2,2,2,2,2,2
2062588.06.01.01,2,2,2,1,1,1,1,1,1
2062588.07.01.01,1,1,2,2,2,1,2,2,2
2062588.08.01.01,1,1,2,2,1,1,2,2,2
2062588.08.02.01,1,1,2,1,1,1,2,2,1
2062588.09.01.03,1,1,2,2,2,1,2,1,2
2062588.10.01.03,2,2,2,1,2,1,2,1,2
2062588.11.01.02,1,2,2,1,1,1,2,1,9
2062588.12.01.01,1,1,2,2,2,2,1,1,9
2062588.13.01.02,2,2,2,2,1,2,2,2,1
2062588.14.01.03,2,2,2,2,2,1,1,1,2
2062588.15.01.01,2,2,2,1,2,2,2,1,1
2062588.16.01.02,2,2,2,1,2,2,2,1,1
2062588.17.01.03,1,1,1,2,2,2,2,2,1
2062588.18.01.02,1,1,2,1,2,2,2,2,1
2062588.19.01.04,1,1,2,1,2,1,2,1,1
2062588.20.01.01,2,2,2,1,2,2,2,1,1
2062614.01.01.02,1,1,2,2,2,1,2,2,2
2062614.02.01.03,1,1,2,2,2,1,2,2,2
2062614.03.01.03,1,1,2,2,2,2,2,2,2
2062614.04.01.02,1,1,1,2,2,2,2,2,2
2062614.05.01.01,1,1,2,2,2,2,2,2,2
2062614.06.01.02,1,1,2,2,2,2,2,2,2
2062614.07.01.01,2,2,2,2,1,2,1,1,2
2062614.08.01.01,1,2,2,2,2,1,2,2,2
2062614.09.01.02,1,1,2,2,1,2,2,1,2
2062614.10.01.01,1,1,2,2,2,2,2,2,2
2062614.11.01.03,1,1,1,2,2,2,1,2,2
2062614.12.01.02,1,1,2,2,2,2,2,2,2
2062614.13.01.01,1,1,1,2,2,2,2,2,1
2062614.14.01.01,1,1,1,2,2,2,2,2,2
2062614.15.01.01,1,1,2,2,2,2,2,2,2
2062614.16.01.01,1,1,1,2,2,2,2,2,2
2062614.16.02.01,1,1,1,2,2,1,2,2,2
2062614.17.01.01,1,1,2,2,2,2,2,2,2
2062614.18.01.03,1,1,2,1,2,1,2,2,1
2062638.01.01.02,1,1,2,2,2,2,2,2,2
2062638.02.01.05,1,1,2,1,1,1,2,1,1
2062638.04.01.01,2,2,2,1,1,1,2,2,2
2062638.05.01.02,2,2,2,1,1,2,2,2,2
2062638.06.01.02,1,2,2,1,2,2,2,2,2
2062638.07.01.02,1,2,2,1,1,2,2,1,2
2062638.07.02.01,1,1,2,2,1,2,2,2,2
2062638.07.03.01,1,1,2,1,1,2,2,2,2
2062638.08.01.01,1,1,1,2,2,2,2,2,2
2062638.09.01.02,1,1,1,2,1,2,2,2,2
2062638.10.01.01,2,2,2,1,1,1,2,1,2
2062638.11.01.01,2,2,2,1,1,2,2,1,1
2062638.12.01.02,1,1,2,1,1,1,2,2,2
2062638.12.02.01,1,1,2,2,1,2,2,2,2
2062638.13.01.01,2,2,2,1,1,1,2,2,2
2062638.14.01.01,1,1,1,1,2,1,2,2,2
2062638.15.01.01,1,1,9,1,1,1,2,2,2
2062638.16.01.01,1,1,2,2,1,1,2,2,2
2062638.17.01.01,1,1,2,2,2,2,2,2,2
2062638.18.01.01,1,2,2,1,1,1,2,1,1
2062638.20.01.01,2,2,2,1,1,1,2,1,1
2062679.01.01.01,1,1,9,2,2,1,2,2,2
2062679.02.01.02,1,1,2,1,1,2,2,2,2
2062679.03.01.01,1,1,2,2,2,2,2,2,2
2062679.04.01.01,2,2,2,1,1,1,1,1,1
2062679.05.01.02,1,1,2,1,2,2,2,2,2
2062679.06.01.02,1,1,2,1,2,1,2,1,2
2062679.07.01.01,1,1,2,1,1,1,2,2,2
2062679.08.01.01,1,1,9,2,2,1,2,2,9
2062679.09.01.01,1,1,2,2,1,2,2,1,2
2062679.11.01.02,2,2,2,2,1,1,2,2,2
2062679.12.01.01,1,1,9,2,1,1,2,1,2
2062679.13.01.02,1,1,2,2,2,2,2,2,2
2062679.15.01.02,1,1,2,1,1,2,2,2,2
2062679.16.01.02,2,2,2,2,1,2,2,1,1
2062679.17.01.01,1,1,2,1,1,2,2,2,2
2062679.18.01.01,1,1,2,1,2,1,2,1,9
2062679.19.01.01,2,2,2,1,1,1,2,1,2
2062679.20.01.01,1,1,2,1,1,2,2,2,2
2062838.01.01.03,1,1,2,2,2,2,2,2,2
2062838.02.01.02,1,1,2,2,2,1,2,2,1
2062838.03.01.02,1,2,2,2,2,1,2,2,1
2062838.04.01.01,1,1,2,2,2,2,2,2,2
2062838.05.01.02,2,1,1,2,1,1,2,1,1
2062838.06.01.02,2,2,1,1,1,1,2,1,1
2062838.07.01.01,1,2,1,2,2,2,2,2,2
2062838.08.01.02,2,1,2,1,2,1,2,1,1
2062838.09.01.07,1,1,2,2,2,2,2,2,2
2062838.10.01.01,2,2,2,2,1,1,2,1,1
2062838.11.01.04,1,1,2,2,2,2,2,2,2
2062838.12.01.01,1,1,9,1,2,1,1,2,2
2062838.13.01.01,1,1,2,2,2,1,2,2,2
2062838.14.01.04,1,1,1,1,2,2,2,2,2
2062838.15.01.03,1,1,1,1,1,2,2,2,2
2062838.16.01.01,1,2,2,2,2,1,2,2,2
2062838.17.01.02,2,1,2,1,2,2,2,2,2
2062838.18.01.13,2,2,2,2,2,2,2,2,2
2062838.19.01.03,1,1,1,1,2,1,2,2,2
2062838.20.01.02,2,1,1,1,2,1,2,2,1
2062843.01.01.01,1,2,2,1,1,3,2,2,2
2062843.02.01.02,1,1,2,2,2,2,2,2,2
2062843.03.01.01,1,1,1,1,1,1,1,2,1
2062843.04.01.01,1,1,2,2,1,1,2,2,2
2062843.05.01.03,1,1,2,1,1,2,2,2,2
2062843.06.01.01,1,2,2,1,1,1,2,2,1
2062843.07.01.02,1,2,2,1,2,1,2,2,2
2062843.08.01.02,1,2,2,2,1,1,2,1,2
