ID_PER,AP4_3_1,AP4_3_2,AP4_3_3,AP4_8_1,AP4_8_2,AP4_8_3,AP4_8_4,AP4_8_5,AP4_8_6
0761775.21.01.01,1,2,2,1,1,2,2,1,2
0761787.02.01.01,1,2,1,2,2,2,2,2,2
0761787.03.01.01,1,2,2,1,2,1,1,2,1
0761787.04.01.01,1,1,2,2,2,1,1,1,2
0761787.06.01.02,1,1,1,2,2,2,2,1,2
0761787.07.01.01,1,1,1,2,2,2,2,2,2
0761787.08.01.01,1,1,1,1,2,1,2,2,2
0761787.09.01.04,2,2,2,2,2,2,2,2,2
0761787.10.01.02,1,2,1,1,1,1,2,2,2
0761787.11.01.01,1,1,9,1,2,1,2,2,2
0761787.12.01.02,1,2,2,1,1,1,2,2,2
0761787.13.01.01,1,2,1,1,1,1,2,2,2
0761787.14.01.05,1,9,9,2,2,2,2,2,2
0761787.15.01.01,1,1,1,1,2,1,1,2,1
0761787.16.01.02,1,2,2,2,2,2,1,1,1
0761787.17.01.02,2,2,2,1,2,2,1,1,1
0761787.18.01.02,1,2,1,2,1,2,2,2,2
0761806.01.01.02,1,1,1,2,1,2,2,2,1
0761806.02.01.04,1,2,1,2,1,2,2,2,2
0761806.03.01.02,1,1,1,2,2,2,2,2,2
0761806.04.01.02,2,1,1,1,2,2,2,1,2
0761806.05.01.02,1,9,1,1,1,1,2,2,2
0761806.06.01.02,1,2,1,1,1,1,2,1,1
0761806.08.01.04,1,1,1,2,1,1,2,2,2
0761806.09.01.02,1,1,1,2,2,2,2,2,2
0761806.10.01.03,2,2,2,1,1,2,2,2,2
0761806.11.01.01,1,1,1,2,1,1,2,2,2
0761806.12.01.02,1,1,1,2,2,2,2,2,2
0761806.14.01.01,1,1,1,2,2,2,2,2,2
0761806.15.01.02,1,1,1,2,2,2,2,2,2
0761806.16.01.03,1,2,2,1,1,2,1,1,1
0761806.17.01.02,1,9,1,1,1,1,2,2,2
0761806.18.01.01,1,1,1,2,1,1,2,2,2
0761806.19.01.03,1,2,1,2,1,1,2,2,2
0761806.20.01.01,1,1,1,2,1,2,2,2,2
0761814.01.01.02,1,1,9,2,1,2,2,2,2
0761814.02.01.03,1,2,1,1,1,1,2,2,2
0761814.03.01.02,1,1,1,2,2,2,2,2,9
0761814.04.01.01,1,1,1,2,2,2,2,2,2
0761814.05.01.02,1,1,1,2,2,2,2,2,2
0761814.06.01.01,1,2,2,1,1,2,2,2,2
0761814.07.01.01,1,2,2,1,1,1,2,2,1
0761814.08.01.02,1,1,1,2,2,2,2,2,2
0761814.09.01.05,1,1,1,2,1,2,2,2,2
0761814.10.01.02,1,1,1,2,1,2,2,2,2
0761814.11.01.02,1,2,2,2,1,2,2,2,2
0761814.12.01.03,1,1,1,2,2,2,2,2,2
0761814.13.01.02,1,2,2,2,2,2,2,2,2
0761814.14.01.03,1,2,2,2,2,2,2,2,2
0761814.15.01.04,1,1,1,2,2,2,2,2,2
0761814.16.01.01,1,1,1,1,2,1,2,2,2
0761814.18.01.02,1,1,1,1,1,2,2,2,2
0761814.19.01.03,1,1,1,2,2,2,2,2,2
0761814.20.01.02,1,1,1,2,2,2,2,2,2
0761814.21.01.02,1,1,1,2,2,2,2,2,2
0761814.22.01.01,1,1,2,1,1,1,2,2,2
0761822.01.01.02,1,1,1,2,2,2,2,2,2
0761822.02.01.01,2,2,2,2,2,2,1,1,1
0761822.03.01.05,1,1,1,1,2,2,2,1,2
0761822.04.01.01,1,1,1,2,2,1,2,1,2
0761822.05.01.01,1,1,1,2,2,2,2,2,2
0761822.06.01.02,1,9,1,1,2,2,1,1,2
0761822.07.01.05,1,2,2,1,1,1,2,2,2
0761822.08.01.02,1,2,1,1,2,2,1,1,2
0761822.09.01.02,1,2,1,1,1,1,2,1,2
0761822.10.01.02,1,2,1,2,2,1,2,2,2
0761822.11.01.02,1,2,2,1,1,2,1,1,2
0761822.12.01.02,1,2,1,1,1,2,2,2,2
0761822.13.01.02,1,9,1,2,1,2,2,2,2
0761822.14.01.01,1,1,2,2,1,2,2,1,2
0761822.15.01.01,1,1,1,2,2,1,2,2,2
0761822.16.01.02,1,1,1,2,1,2,2,2,2
0761822.17.01.03,1,1,2,1,1,1,2,1,2
0761822.18.01.01,1,2,2,1,1,1,1,1,1
0761822.18.02.01,1,2,2,1,1,1,1,2,1
0761835.01.01.01,1,9,1,2,1,2,2,2,2
0761835.02.01.02,1,1,1,2,1,2,2,2,2
0761835.03.01.02,1,2,2,2,1,2,2,2,2
0761835.04.01.04,1,1,1,2,1,2,2,2,2
0761835.05.01.01,1,1,2,2,1,2,2,2,2
0761835.06.01.02,1,1,1,2,1,2,2,2,2
0761835.07.01.01,1,1,1,2,1,2,2,2,2
0761835.09.01.09,1,1,1,2,1,2,2,2,2
0761835.10.01.03,1,1,1,2,1,2,2,2,2
0761835.11.01.02,1,1,1,1,1,1,2,2,2
0761835.12.01.04,1,2,2,1,1,1,2,2,3
0761835.13.01.04,1,1,1,2,2,2,2,2,2
0761835.14.01.03,1,1,1,2,2,1,2,2,2
0761835.15.01.01,1,1,9,1,1,1,2,1,3
0761835.16.01.01,1,2,2,2,2,2,2,2,2
0761835.17.01.02,1,2,1,2,2,2,2,2,2
0761835.18.01.02,1,9,9,2,2,2,2,2,2
0761835.19.01.01,1,2,1,2,2,2,2,1,2
0761835.20.01.02,1,1,1,2,2,2,2,2,2
0761843.01.01.02,1,1,2,1,1,1,2,1,1
0761843.03.01.01,1,9,1,2,1,1,2,2,2
0761843.04.01.02,2,2,2,2,1,2,1,1,2
0761843.05.01.01,1,1,1,1,1,1,1,1,2
0761843.06.01.04,1,1,1,1,2,2,2,1,2
0761843.07.01.05,1,1,2,1,1,2,1,1,2
0761843.08.01.02,1,1,1,2,1,1,2,2,2
0761843.09.01.01,1,1,2,2,1,1,2,1,1
0761843.10.01.01,1,1,1,2,1,1,2,2,1
0761843.11.01.01,1,1,1,1,2,2,2,2,2
0761843.12.01.03,1,1,2,1,2,2,2,2,2
0761843.13.01.02,1,1,2,1,1,1,2,2,2
0761843.14.01.01,1,1,2,2,1,2,2,2,2
0761843.16.01.01,2,2,2,1,2,1,2,1,1
0761843.17.01.02,1,9,1,1,1,1,1,1,2
0761843.18.01.02,1,2,1,2,2,2,2,2,2
0761854.01.01.02,1,1,2,1,1,1,1,1,1
0761854.02.01.01,1,9,2,2,2,2,2,2,2
0761854.03.01.01,1,9,1,2,1,9,2,2,2
0761854.04.01.02,1,2,2,2,2,2,2,2,2
0761854.05.01.01,2,2,2,1,2,1,2,1,2
0761854.08.01.01,1,2,2,1,1,1,2,2,2
0761854.09.01.01,1,9,2,2,2,2,2,2,9
0761854.10.01.01,1,2,1,2,2,2,2,2,2
0761854.11.01.01,1,1,1,2,2,2,2,2,2
0761854.13.01.01,1,9,9,2,2,2,2,2,2
0761854.14.01.01,1,2,2,2,2,2,2,2,9
0761854.15.01.01,1,1,1,2,2,2,2,2,2
0761854.17.01.01,1,9,9,2,2,2,2,2,2
0761854.18.01.01,1,1,1,1,1,2,2,2,2
0761854.20.01.02,1,2,2,2,2,2,2,2,2
0761879.01.01.02,1,1,2,1,1,1,2,1,2
0761879.02.01.01,1,2,2,1,1,1,2,2,2
0761879.03.01.01,2,1,1,1,1,2,2,2,2
0761879.04.01.04,2,2,2,1,1,2,2,2,2
0761879.05.01.02,1,2,2,1,1,1,2,2,2
0761879.06.01.03,1,1,9,2,2,2,2,2,2
0761879.07.01.02,1,2,2,1,1,2,2,2,2
0761879.08.01.02,1,2,2,1,1,1,2,1,3
0761879.09.01.02,1,2,2,1,1,2,2,2,2
0761879.10.01.03,1,2,2,2,1,2,2,2,2
0761879.11.01.01,1,2,2,1,1,2,2,1,2
0761879.12.01.02,1,1,1,2,1,2,2,1,2
0761879.13.01.02,2,2,2,1,1,1,2,1,2
0761879.14.01.04,1,2,2,2,2,2,2,1,9
0761879.15.01.06,2,2,2,1,1,2,1,1,2
0761879.17.01.01,1,2,1,2,2,2,2,2,2
0761879.18.01.01,1,1,1,1,1,1,1,1,2
0761879.19.01.01,1,1,2,1,1,2,2,2,2
0761879.20.01.02,1,2,9,2,1,2,2,2,2
0761879.21.01.02,1,2,2,1,1,1,2,1,2
0761879.22.01.01,2,2,2,2,2,2,2,1,2
0761880.01.01.03,1,2,2,1,1,1,2,2,2
0761880.02.01.02,1,2,2,1,1,1,2,2,2
0761880.03.01.01,1,2,2,1,1,1,2,2,2
0761880.04.01.02,1,1,2,1,1,1,2,1,2
0761880.05.01.03,1,2,2,1,1,1,2,2,2
0761880.06.01.01,1,1,2,1,1,2,2,2,2
0761880.07.01.01,1,1,2,1,1,1,2,1,2
0761880.08.01.02,1,1,1,1,1,1,2,2,2
0761880.09.01.02,1,2,2,2,1,2,2,1,1
0761880.10.01.04,1,2,2,1,1,1,2,2,2
0761880.11.01.03,1,1,2,1,1,1,2,1,2
0761880.12.01.01,1,2,2,1,1,2,2,1,2
0761880.13.01.01,2,2,1,1,1,2,2,1,2
0761880.15.01.01,1,2,2,1,1,1,2,1,2
0761880.16.01.02,2,2,2,1,1,1,2,1,2
0761880.17.01.01,1,2,2,1,1,2,2,2,2
0761880.18.01.01,1,1,2,1,1,1,2,2,2
0761880.19.01.02,1,2,2,1,1,1,2,1,2
0761890.01.01.03,2,2,2,1,1,1,1,1,2
0761890.02.01.02,1,1,2,1,1,1,1,1,1
0761890.03.01.01,1,2,2,1,2,2,2,1,1
0761890.04.01.04,1,1,1,2,1,2,2,2,1
0761890.05.01.01,1,2,2,2,2,2,2,2,2
0761890.06.01.01,1,2,2,2,1,1,2,2,1
0761890.07.01.01,1,2,2,2,2,2,2,2,1
0761890.08.01.01,2,2,2,1,1,1,2,1,2
0761890.09.01.02,2,2,2,2,2,2,1,1,1
0761890.11.01.02,1,1,1,1,1,1,1,1,1
0761890.12.01.01,1,1,9,2,1,2,2,2,2
0761890.15.01.01,1,2,2,1,1,2,1,1,1
0761890.16.01.01,1,2,2,2,1,2,2,2,2
0761890.17.01.02,1,1,2,2,1,2,2,2,2
0761890.18.01.10,1,1,1,2,2,2,2,2,2
0761890.19.01.01,1,2,2,1,1,1,1,1,1
0761890.20.01.01,2,2,2,1,1,1,1,1,1
0761890.21.01.01,1,1,1,1,1,2,2,1,2
0761891.01.01.02,1,1,2,1,1,2,2,2,2
0761891.02.01.02,1,2,2,1,1,2,2,1,2
0761891.03.01.01,1,1,2,1,1,1,2,2,2
0761891.04.01.02,2,2,2,2,1,1,1,1,2
0761891.05.01.01,2,2,2,1,1,2,2,2,1
0761891.06.01.01,1,1,2,2,1,1,1,1,2
0761891.07.01.02,1,1,1,1,1,2,2,1,2
0761891.08.01.02,1,1,2,1,2,2,2,2,2
0761891.09.01.02,1,1,2,1,2,1,2,2,2
0761891.10.01.02,2,2,2,2,2,2,2,2,2
0761891.11.01.02,2,2,2,1,1,2,2,2,2
0761891.12.01.01,1,2,2,1,1,2,2,2,2
0761891.13.01.02,1,1,2,1,1,2,2,2,2
0761891.14.01.02,1,1,2,1,1,1,2,2,2
0761891.15.01.03,1,2,2,1,1,1,2,2,2
0761891.16.01.03,1,2,2,1,1,1,2,1,2
0761891.17.01.01,1,2,2,1,2,1,2,2,2
0761891.19.01.01,1,1,1,1,1,1,2,2,2
0761942.01.01.01,1,1,2,1,1,1,2,2,2
0761942.02.01.01,1,1,1,1,1,2,2,2,2
0761942.03.01.01,2,2,2,1,1,2,1,1,2
0761942.04.01.04,1,1,1,2,1,1,2,2,2
0761942.05.01.03,1,2,2,1,1,1,2,2,2
0761942.06.01.03,1,1,2,1,1,1,2,1,2
0761942.07.01.03,1,2,1,1,1,1,2,2,1
0761942.08.01.02,1,1,2,1,1,2,1,1,2
0761942.09.01.02,1,9,9,2,2,2,2,2,2
0761942.10.01.02,2,2,2,1,1,1,2,1,2
0761942.11.01.02,1,2,2,1,1,2,2,1,1
0761942.12.01.04,1,2,1,2,2,2,2,2,2
0761942.13.01.02,1,2,2,2,2,2,2,2,2
0761942.14.01.01,1,2,2,1,1,1,2,1,9
0761942.15.01.02,1,1,1,2,2,2,2,2,2
0761942.16.01.03,1,1,1,2,2,2,2,2,2
0761942.17.01.01,1,1,2,1,2,1,2,2,2
0761942.18.01.02,1,1,1,1,2,1,2,2,1
0761942.19.01.02,2,2,2,1,1,1,2,1,1
0761942.20.01.01,2,2,2,1,1,1,1,1,1
0761942.21.01.02,1,2,2,1,2,1,2,1,1
0762002.01.01.01,1,1,1,1,3,3,2,2,2
0762002.02.01.01,1,2,2,2,3,3,3,1,2
0762002.03.01.01,2,2,2,2,3,3,2,2,2
0762002.04.01.02,1,2,2,2,3,3,2,2,2
0762002.05.01.02,2,2,2,2,3,3,2,1,2
0762002.06.01.01,2,2,2,2,3,3,2,1,2
0762002.07.01.06,1,2,2,1,3,3,2,2,2
0762002.08.01.01,2,2,2,3,3,3,2,2,2
0762002.10.01.01,2,2,2,3,3,3,2,2,2
0762002.11.01.04,1,2,2,1,3,3,2,2,2
0762002.12.01.03,2,2,2,1,3,3,3,1,2
0762002.13.01.01,1,2,2,2,3,3,2,1,2
0762002.15.01.01,2,2,2,1,3,3,2,1,2
0762002.16.01.01,2,2,2,1,3,3,2,1,2
0762002.17.01.01,1,2,2,1,3,3,2,1,2
0762002.18.01.04,1,2,2,2,3,3,2,2,2
0762002.19.01.01,1,2,1,1,3,3,2,1,2
0762003.01.01.02,2,2,2,1,2,2,2,1,2
0762003.02.01.01,2,2,2,1,1,1,2,2,2
0762003.03.01.01,1,2,2,1,3,3,3,1,2
0762003.07.01.03,2,2,2,1,1,1,1,1,1
0762003.08.01.04,1,2,2,1,1,2,2,2,2
0762003.09.01.03,2,2,2,1,3,3,2,1,2
0762003.10.01.01,1,2,2,1,2,2,1,1,9
0762003.11.01.03,2,2,2,2,2,2,1,1,2
0762003.12.01.02,2,2,2,1,1,1,2,1,1
0762003.13.01.01,2,2,2,2,3,3,2,1,2
0762003.14.01.02,1,2,2,1,3,3,2,2,2
0762003.15.01.01,2,2,2,1,3,3,1,1,2
0762003.16.01.01,2,2,2,1,3,1,2,1,1
0762003.17.01.03,2,2,2,1,3,2,2,1,9
0762003.18.01.01,1,2,2,1,3,3,1,2,2
0762003.19.01.03,2,2,2,1,3,3,1,1,1
0762003.20.01.02,1,9,1,2,1,3,2,2,2
0762008.01.01.01,1,2,2,2,1,2,2,1,2
0762008.02.01.01,2,2,2,2,1,2,1,2,2
0762008.03.01.02,2,2,2,2,1,2,2,2,2
0762008.04.01.03,1,2,2,2,2,2,2,1,2
0762008.05.01.01,1,2,2,1,3,2,2,1,2
0762008.06.01.01,2,2,2,1,2,1,2,1,2
0762008.07.01.02,2,2,2,2,2,2,2,2,1
0762008.08.01.02,2,2,2,1,1,1,2,2,2
0762008.10.01.02,1,1,1,1,1,2,2,2,2
0762008.11.01.01,2,2,2,1,1,2,2,1,1
0762008.12.01.01,2,2,2,1,3,1,2,1,2
0762008.13.01.02,2,2,9,2,3,3,2,2,2
0762008.14.01.03,1,2,2,1,2,2,2,2,2
0762008.15.01.02,2,2,1,1,3,2,1,1,9
0762008.16.01.02,1,2,2,2,2,2,2,2,2
0762008.17.01.05,2,2,2,1,1,2,2,1,1
0762008.18.01.01,1,1,1,1,2,2,1,1,1
0762008.19.01.01,2,2,2,2,1,2,2,2,9
0762008.20.01.02,1,1,1,2,2,2,2,2,2
0762082.01.01.01,2,2,2,1,1,1,1,2,2
0762082.02.01.03,2,2,2,1,1,2,2,1,2
0762082.03.01.01,1,1,1,2,2,2,2,2,2
0762082.04.01.01,1,1,2,2,1,2,1,1,2
0762082.05.01.01,2,2,2,1,1,1,2,1,2
0762082.06.01.01,1,2,2,1,1,1,1,2,1
0762082.06.02.02,1,1,1,1,1,1,2,2,2
0762082.07.01.02,2,2,2,1,1,1,1,2,2
0762082.08.01.02,2,1,1,1,1,1,2,1,1
0762082.08.02.02,1,1,1,1,1,1,2,2,2
0762082.09.01.01,1,1,1,1,1,2,2,2,2
0762082.10.01.01,2,1,2,2,1,1,1,1,1
0762082.11.01.01,1,1,1,1,1,1,2,1,2
0762082.12.01.02,2,2,2,1,2,1,1,1,1
0762082.13.01.01,1,2,2,1,1,1,2,2,2
0762082.14.01.01,1,1,1,1,2,2,2,2,2
0762082.15.01.01,2,1,1,1,1,1,1,1,1
0762082.16.01.01,1,1,2,1,2,1,2,2,2
0762082.17.01.01,1,1,1,2,1,2,2,2,2
0762082.18.01.02,2,2,2,1,1,1,2,2,2
0762082.19.01.02,2,2,2,1,2,1,2,1,2
0762085.01.01.03,1,1,2,1,1,2,2,1,2
0762085.02.01.01,1,2,2,2,1,1,2,2,2
0762085.03.01.01,2,2,2,2,1,2,2,1,2
0762085.04.01.01,1,1,1,1,2,2,2,1,2
0762085.05.01.02,1,1,1,2,2,2,2,2,2
0762085.06.01.02,2,2,2,2,2,2,2,1,2
0762085.07.01.04,1,2,2,2,2,2,2,2,2
0762085.08.01.02,2,2,2,2,2,2,2,2,2
0762085.09.01.02,1,1,1,1,2,2,2,2,2
0762085.10.01.02,1,1,1,1,1,1,2,2,2
0762085.11.01.03,1,1,1,2,2,1,2,2,2
0762085.12.01.01,1,1,1,2,2,1,2,2,2
0762085.13.01.01,1,1,2,2,2,2,2,2,2
0762085.14.01.01,2,2,2,1,1,1,2,2,2
0762085.15.01.01,1,2,1,2,2,2,2,2,2
0762085.17.01.01,1,1,1,1,1,1,2,2,2
0762085.18.01.03,1,2,2,2,2,1,2,2,2
0762085.19.01.02,2,2,2,1,2,1,2,2,2
0762085.20.01.01,2,2,2,1,1,1,1,1,1
0762085.21.01.01,2,2,2,2,1,2,1,2,2
0762085.22.01.04,1,2,2,1,1,2,2,1,2
0762085.23.01.01,1,1,1,1,2,2,2,2,2
0762085.24.01.01,2,2,2,1,2,1,1,1,2
0762090.01.01.02,1,1,1,1,2,2,2,2,2
0762090.02.01.01,1,2,2,1,1,1,2,2,2
0762090.03.01.02,1,1,1,2,2,2,2,2,2
0762090.04.01.02,1,1,1,1,1,1,2,1,2
0762090.05.01.01,1,2,2,1,1,1,2,1,1
0762090.06.01.02,1,2,2,1,1,2,2,2,2
0762090.07.01.03,1,2,9,2,1,2,2,1,2
0762090.08.01.01,1,2,1,1,2,2,2,2,2
0762090.09.01.03,1,2,2,1,1,1,2,2,2
0762090.10.01.01,1,1,2,1,1,2,2,2,2
0762090.11.01.02,1,9,1,1,1,3,2,2,2
0762090.12.01.01,2,2,9,1,1,1,2,2,2
0762090.13.01.01,1,1,1,2,1,2,2,1,2
0762090.14.01.01,1,2,2,1,1,2,2,2,2
0762090.15.01.01,1,2,2,1,1,1,2,2,2
0762090.16.01.01,1,2,2,1,2,2,2,2,2
0762090.17.01.01,1,1,1,2,2,2,1,1,2
0762090.17.02.02,1,1,1,2,2,2,2,2,2
0762090.18.01.01,1,2,2,2,2,2,2,2,2
0762090.19.01.04,1,1,2,2,1,2,2,2,2
0762117.02.01.02,1,1,9,2,1,2,2,2,2
0762117.03.01.02,1,1,9,1,1,2,2,2,2
0762117.04.01.01,1,1,9,2,1,1,2,2,2
0762117.05.01.01,1,1,1,1,1,1,9,2,2
0762117.06.01.02,1,1,1,2,2,2,2,2,2
0762117.07.01.02,1,9,2,2,1,2,2,2,9
0762117.08.01.02,1,2,2,2,1,1,2,1,2
0762117.09.01.01,2,1,2,2,1,2,2,2,2
0762117.11.01.01,2,1,2,2,1,1,2,1,2
0762117.12.01.04,1,2,1,1,2,2,2,2,2
0762117.13.01.01,1,1,1,1,1,1,2,2,1
0762117.14.01.01,1,1,1,2,1,2,2,2,2
0762117.15.01.02,1,2,9,2,2,2,2,2,2
0762117.16.01.01,1,1,1,2,1,1,2,2,2
0762117.17.01.01,1,1,1,2,2,2,2,2,2
0762117.18.01.01,2,1,2,1,1,1,1,1,1
0762117.19.01.02,1,1,1,2,2,2,2,2,2
0762117.20.01.02,1,2,1,2,1,2,2,2,2
0762156.02.01.02,1,1,1,1,1,2,2,2,2
0762156.03.01.02,1,1,2,1,2,1,1,1,1
0762156.06.01.01,1,1,1,2,2,2,2,2,2
0762156.07.01.01,1,1,1,2,1,2,2,2,2
0762156.08.01.02,1,2,1,2,1,2,2,2,2
0762156.10.01.01,1,1,1,2,1,2,2,2,2
0762156.11.01.01,2,2,2,1,1,1,2,1,2
0762156.13.01.01,1,2,2,2,2,2,2,2,2
0762156.14.01.02,1,1,1,1,2,2,2,2,2
0762156.14.02.02,1,1,1,2,2,2,2,2,2
0762156.15.01.01,2,9,1,1,1,1,2,2,2
0762156.16.01.01,1,2,1,1,2,1,2,1,2
0762156.16.02.01,1,1,1,2,2,2,2,2,2
0762156.18.01.01,1,1,1,2,2,2,2,2,2
0762156.19.01.02,1,2,2,1,1,1,1,1,2
0762156.20.01.01,1,1,2,2,2,2,2,2,2
0762183.01.01.02,1,1,1,1,1,2,2,1,2
0762183.02.01.04,1,1,1,1,1,1,2,1,2
0762183.03.01.02,1,1,1,1,1,1,2,1,2
0762183.04.01.01,1,1,1,2,1,1,2,1,2
0762183.05.01.02,1,1,2,1,1,2,2,2,2
0762183.06.01.02,1,2,1,1,2,1,2,1,1
0762183.07.01.04,1,1,1,1,1,2,2,2,2
0762183.08.01.01,2,2,1,2,1,2,2,2,2
0762183.09.01.01,1,1,1,1,1,2,2,1,2
0762183.10.01.01,1,2,1,1,1,1,2,1,2
0762183.11.01.01,1,1,1,2,2,2,2,2,2
0762183.12.01.03,1,1,1,1,1,2,2,1,2
0762183.13.01.06,2,2,2,2,1,2,2,1,1
0762183.14.01.02,1,1,1,2,2,2,2,2,2
0762183.15.01.01,2,2,2,1,1,1,2,2,2
0762183.16.01.01,1,1,1,2,1,1,2,2,2
0762183.17.01.01,1,1,1,2,2,2,2,2,2
0762199.01.01.02,2,2,2,2,2,2,2,1,2
0762199.02.01.02,2,2,2,1,2,2,2,1,9
0762199.03.01.02,1,1,1,1,3,3,2,1,2
0762199.04.01.02,2,2,2,1,3,3,2,1,1
0762199.05.01.01,2,2,2,1,2,3,2,1,2
0762199.06.01.03,1,2,2,1,3,1,2,2,2
0762199.07.01.01,1,1,1,2,2,2,2,2,2
0762199.08.01.01,1,2,2,1,2,2,2,2,2
0762199.09.01.02,2,2,2,1,2,2,2,2,2
0762199.10.01.02,1,1,2,1,2,2,2,2,2
0762199.11.01.02,1,1,1,2,3,3,2,2,2
0762199.12.01.01,1,1,1,2,2,2,2,2,2
0762199.13.01.02,1,2,2,2,3,2,2,2,2
0762199.14.01.01,1,1,2,1,2,3,2,1,2
0762199.15.01.01,1,2,2,1,3,3,2,1,1
0762199.16.01.03,1,2,2,1,2,2,2,2,2
0762199.17.01.02,1,1,2,1,2,3,2,1,1
0762199.18.01.02,2,2,2,1,3,3,2,1,2
0762245.01.01.01,1,1,1,2,2,2,2,1,2
0762245.01.02.01,1,1,1,2,2,2,2,1,2
0762245.02.01.01,1,2,2,2,2,1,2,2,2
0762245.03.01.01,1,2,2,2,1,2,2,2,2
0762245.04.01.01,1,1,1,2,2,2,2,1,2
0762245.05.01.01,1,1,2,1,2,2,2,2,2
0762245.06.01.01,1,2,2,1,2,2,2,1,2
0762245.07.01.01,1,1,1,2,2,2,2,2,2
0762245.08.01.08,1,1,1,2,2,1,2,2,2
0762245.09.01.01,1,2,2,2,1,2,2,1,2
0762245.10.01.01,1,2,1,2,2,1,2,2,2
0762245.11.01.02,1,1,1,1,1,2,2,1,2
0762245.12.01.01,2,2,1,1,1,1,2,1,2
0762245.15.01.03,1,1,2,1,1,1,2,1,2
0762245.16.01.01,1,1,1,1,2,2,2,2,2
0762245.17.01.01,1,1,1,2,1,1,2,2,2
0762245.18.01.01,1,1,2,2,1,1,2,2,2
0762247.01.01.01,1,1,1,1,1,2,2,2,2
0762247.02.01.01,1,2,2,1,1,2,2,2,2
0762247.03.01.02,1,2,1,2,1,1,2,2,2
0762247.04.01.01,1,2,2,2,1,1,2,2,2
0762247.05.01.02,1,1,1,2,1,2,2,2,2
0762247.06.01.01,1,2,2,1,1,2,2,2,2
0762247.07.01.02,1,2,2,2,1,2,2,2,2
0762247.07.02.02,1,2,2,2,1,2,2,2,2
0762247.09.01.01,1,1,1,2,1,2,2,2,2
0762247.10.01.03,1,1,2,2,1,2,2,2,2
0762247.11.01.04,2,1,1,1,1,1,2,2,2
0762247.12.01.01,1,1,2,2,1,2,2,2,2
0762247.13.01.01,1,2,1,1,1,1,2,2,2
0762247.14.01.01,1,2,2,2,1,1,2,2,2
0762247.15.01.01,1,2,1,1,1,2,2,2,2
0762247.16.01.03,1,1,1,2,1,1,2,2,2
0762247.18.01.01,1,1,1,2,1,2,2,2,2
0762247.19.01.01,1,2,2,2,1,2,2,2,2
0762267.01.01.01,2,1,2,1,1,1,2,1,1
0762267.02.01.01,1,1,1,2,2,2,2,2,2
0762267.03.01.03,1,1,1,2,2,2,2,2,2
0762267.04.01.02,2,1,1,1,1,2,2,2,2
0762267.05.01.01,1,1,1,2,2,2,2,2,2
0762267.06.01.01,1,1,1,2,2,2,2,2,2
0762267.07.01.01,1,1,1,1,2,1,2,2,2
0762267.10.01.01,1,1,1,2,2,2,2,2,2
0762267.11.01.02,1,2,2,1,2,1,2,2,2
0762267.12.01.02,1,2,2,2,2,1,2,2,2
0762267.13.01.01,1,1,2,2,2,2,2,2,2
0762267.15.01.01,1,2,2,2,1,1,2,2,2
0762267.16.01.02,2,2,2,2,1,1,2,1,2
0762267.17.01.02,1,1,1,2,1,2,2,2,2
0762267.18.01.02,2,2,2,2,1,1,2,2,2
0762267.19.01.01,1,1,1,1,1,1,2,2,2
0762318.01.01.01,1,2,2,1,1,2,2,2,2
0762318.02.01.02,1,1,2,2,1,2,2,2,2
0762318.03.01.01,1,1,1,1,1,1,2,1,1
0762318.04.01.01,1,2,2,1,1,1,1,1,2
0762318.05.01.01,1,1,2,2,2,2,2,2,2
0762318.06.01.01,1,1,2,1,1,2,2,2,2
0762318.07.01.05,1,2,2,1,1,1,2,1,2
0762318.08.01.01,1,2,2,1,1,2,1,1,1
0762318.09.01.02,1,1,2,1,1,2,2,2,2
0762318.10.01.04,1,1,2,2,1,1,2,2,2
0762318.11.01.04,1,2,2,1,1,1,2,2,2
0762318.12.01.03,2,2,2,1,1,1,2,1,1
0762318.13.01.03,1,1,2,1,1,1,2,2,2
0762318.14.01.02,1,1,1,2,1,1,2,2,2
0762318.15.01.01,2,2,2,2,1,1,2,2,2
0762318.16.01.02,2,2,2,1,1,1,2,1,2
0762318.17.01.04,1,2,2,1,1,1,2,1,1
0762318.18.01.01,1,2,2,1,1,1,2,1,2
0762318.19.01.02,1,1,2,1,2,2,2,2,2
0762318.20.01.01,1,2,2,1,1,1,2,1,2
0762324.01.01.02,2,2,2,1,2,2,2,2,2
0762324.02.01.02,1,1,1,1,2,2,2,2,2
0762324.03.01.01,1,1,1,2,2,2,2,2,2
0762324.04.01.06,1,2,2,2,2,2,2,2,2
0762324.05.01.02,1,2,2,1,2,2,2,1,2
0762324.06.01.01,1,2,2,1,2,2,2,2,2
0762324.07.01.03,1,1,2,1,2,2,1,1,2
0762324.08.01.02,2,2,2,1,2,2,2,1,2
0762324.09.01.02,2,2,2,1,2,2,2,2,2
0762324.10.01.02,1,2,2,2,2,2,2,2,2
0762324.11.01.01,1,2,2,2,2,2,2,2,2
0762324.12.01.01,1,2,2,1,2,2,2,2,2
0762324.13.01.01,2,2,2,1,1,1,9,2,2
0762324.14.01.03,1,1,1,1,2,2,2,1,2
0762324.15.01.01,1,2,2,1,2,2,2,2,2
0762324.16.01.01,1,1,2,1,2,2,2,1,2
0762324.17.01.01,2,2,2,1,1,9,9,1,2
0762324.18.01.02,1,2,2,2,2,2,2,2,2
0762324.19.01.02,2,2,2,1,2,1,2,2,2
